COMID,CatAreaSqKm,CatPctFull,WsAreaSqKm,WsPctFull,RdCrsCat,RdCrsWs
1967027,0.1683,100,38.0817,100,11.883541295306001,0.341371314831008
1967029,0.0459,100,37.9134,100,0.0,0.290134886346252
1967129,12.4848,100,50.5665,100,0.40048699218249395,0.355966895078758
1967137,32.5665,100,32.5665,100,0.27635760674312604,0.27635760674312604
1967139,13.4253,100,13.4253,100,0.670376080981431,0.670376080981431
1967143,0.3978,100,50.9643,100,0.0,0.353188408356438
1967171,2.3562,100,49.9662,100,0.0,0.38025705376834706
1967315,15.7788,100,122.1489,100,0.126752351256116,0.33565590848546306
1967341,4.6935,100,4.6935,100,0.426121231490359,0.426121231490359
1967343,8.496,100,8.496,100,0.235404896421846,0.235404896421846
1967359,0.3114,100,13.5009,100,0.0,0.296276544526661
1967369,3.8133,100,3.8133,100,0.262240054545931,0.262240054545931
1967383,2.5974,100,124.7463,100,0.77000077000077,0.344699602312854
1967385,17.8362,100,139.9851,100,0.168197261748579,0.314319166825612
1967403,51.102,100,193.6845,100,0.332667997338656,0.32527125299133397
1967419,0.2961,100,193.9806,100,0.0,0.324774745515789
1967421,1.035,100,18.3492,100,0.966183574879227,0.326989732522399
1967427,1.8234,100,1.8234,100,0.548426017330262,0.548426017330262
1967455,6.6681,100,6.6681,100,0.299935513864519,0.299935513864519
1967461,2.106,100,195.7905,100,0.0,0.321772506837666
1967463,2.0295,100,196.0101,100,0.0,0.32141200887097104
1967469,0.0504,100,199.8954,100,0.0,0.315164831206721
1967471,0.0261,100,199.9215,100,0.0,0.315123686046773
1967479,1.7289,100,197.739,100,0.0,0.31860179327295096
1967487,29.4813,100,29.4813,100,0.5087971018917079,0.5087971018917079
1967513,34.6239,100,54.7965,100,0.25993605573029,0.291989451881051
1967515,4.9788,100,11.6469,100,0.803406443319675,0.515158540040697
1967517,8.3385,100,8.3385,100,0.35977693829825497,0.35977693829825497
1967519,4.4496,100,33.9309,100,0.449478604818411,0.501018245905649
1967535,1.9953,100,201.9168,100,0.0,0.312009699044359
1967537,3.2337,100,203.1552,100,0.30924328168970505,0.315030085373153
1967591,4.4469,100,207.6021,100,0.44975151228946,0.317915859232638
1967597,0.0504,100,210.0933,100,0.0,0.31414614364189597
1967603,0.3159,100,210.4092,100,0.0,0.313674497122749
1967611,257.1372,100,257.1372,100,0.25667231345756303,0.25667231345756303
1967621,2.8899,100,45.1593,100,0.346032734696702,0.465020494117491
1967627,0.1278,100,210.2211,100,0.0,0.313955164348393
1967629,0.2619,100,227.8305,100,0.0,0.31602441288589506
1967649,64.5588,100,292.7052,100,0.418223387051804,0.33822426113372805
1967651,7.6005,100,7.6005,100,0.7894217485691729,0.7894217485691729
1967653,0.4725,100,17.3475,100,0.0,0.345871162991786
1967669,3.5118,100,3.5118,100,0.8542627712284301,0.8542627712284301
1967671,3.8952,100,70.3386,100,0.256726227151366,0.326989732522399
1967685,0.3798,100,15.425999999999998,100,0.0,0.388953714507974
1967691,23.6448,100,23.6448,100,0.338340776830424,0.338340776830424
1967701,1.2141,100,46.3734,100,0.0,0.45284581247008004
1967737,2.1474,100,2.7135,100,0.465679426282947,0.368527731711811
1967745,16.6995,100,16.6995,100,0.479056259169436,0.479056259169436
1967749,0.6228,100,17.3223,100,0.0,0.46183243564653703
1967755,13.2894,100,15.0462,100,0.451487651812723,0.398771782908641
1967757,0.5661,100,0.5661,100,0.0,0.0
1967761,2.5857,100,300.0897,100,0.0,0.333233696458092
1967765,4.4514,100,4.4514,100,0.22464842521453898,0.22464842521453898
1967767,2.0016,100,51.0885,100,0.49960031974420505,0.450199164195465
1967769,1.5588,100,18.8811,100,0.6415191172696949,0.47666714333381
1967789,1.4787,100,1.4787,100,0.0,0.0
1967797,0.1674,100,0.1674,100,0.0,0.0
1967803,2.9106,100,76.76100000000001,100,0.343571772143201,0.351741118536757
1967807,1.0863,100,12.6621,100,0.0,0.236927523870448
1967819,23.4333,100,29.3634,100,0.512091766844619,0.44272802195931005
1967825,1.7568,100,1.7568,100,0.0,0.0
1967829,1.8567,100,25.5015,100,0.5385899714547321,0.352920416446091
1967843,3.6783,100,3.6783,100,0.815594160345812,0.815594160345812
1967847,103.806,100,103.806,100,0.510567789915805,0.510567789915805
1967851,2.4975,100,2.4975,100,0.800800800800801,0.800800800800801
1967853,5.3766,100,5.3766,100,0.18599114682141102,0.18599114682141102
1967865,0.9621,100,104.7681,100,1.03939299449122,0.515424065149602
1967879,3.9456,100,3.9456,100,1.01378751013788,1.01378751013788
1967883,11.1294,100,36.6309,100,0.898521034377415,0.518687774529154
1967889,81.2016,100,81.2016,100,0.43102598963567207,0.43102598963567207
1967895,3.3327,100,3.3327,100,0.300057010832058,0.300057010832058
1967899,1.7559,100,9.63,100,1.13901702830457,0.519210799584631
1967901,5.2938,100,5.2938,100,0.755600891609052,0.755600891609052
1967909,1.1088,100,9.9135,100,0.0,0.5043627376809401
1967911,2.6973,100,43.2738,100,0.7414822229637041,0.577716770886772
1967913,3.3318,100,3.3318,100,0.600276127018428,0.600276127018428
1967915,0.3753,100,2.1276,100,0.0,0.9400263207369809
1967919,2.0826,100,2.0826,100,0.960338038989724,0.960338038989724
1967921,3.2751,100,3.4542,100,0.610668376538121,0.579005268947947
1967925,17.6877,100,123.8121,100,0.0565364631919356,0.331146955749882
1967929,1.4517,100,16.3755,100,0.0,0.549601538884309
1967931,0.1647,100,5.7015,100,12.143290831815401,1.05235464351486
1967933,1.9359,100,27.7182,100,0.516555607211116,0.43292854514362394
1967935,9.4068,100,9.4068,100,0.21261215291066002,0.21261215291066002
1967941,1.7523,100,1.7523,100,1.14135707356046,1.14135707356046
1967943,1.2222,100,34.6419,100,0.0,0.519601984879582
1967945,3.0204,100,3.0204,100,1.98649185538339,1.98649185538339
1967951,1.6884,100,1.6884,100,1.18455342335939,1.18455342335939
1967953,5.553,100,5.553,100,0.540248514316586,0.540248514316586
1967955,2.3553,100,2.3553,100,1.6982974567995601,1.6982974567995601
1967957,7.4223,100,45.0846,100,0.134729127089986,0.554513070982109
1967959,0.8235,100,3.9267,100,1.21432908318154,0.254666768533374
1967961,1.5588,100,1.5588,100,0.0,0.0
1967963,9.0666,100,9.0666,100,0.220589857278362,0.220589857278362
1967965,13.3776,100,59.9832,100,0.149503647889008,0.483468704570613
1967967,0.5787,100,48.0186,100,1.72801105927078,0.624757906311304
1967969,1.5444,100,1.5444,100,0.0,0.0
1967971,3.1122,100,3.1122,100,0.321316110789795,0.321316110789795
1967973,4.6485,100,4.6485,100,0.430246316015919,0.430246316015919
1967975,0.8009999999999999,100,20.43,100,0.0,0.14684287812041102
1967977,4.4631,100,4.4631,100,0.22405951020591103,0.22405951020591103
1967979,3.9024,100,13.3821,100,0.51250512505125,0.448360122850674
1967985,12.3336,100,12.3336,100,0.243237984043588,0.243237984043588
1967987,1.656,100,1.656,100,1.81159420289855,1.81159420289855
1967989,1.1484,100,10.215,100,0.870776732845698,0.29368575624082205
1967991,0.0396,100,9.0522,100,0.0,0.7732926802324301
1967995,0.1701,100,7.3566,100,0.0,0.543729440230541
1967999,16.5168,100,16.5168,100,0.12108883076625,0.12108883076625
1968001,1.9836,100,1.9836,100,0.504133897963299,0.504133897963299
1968005,1.8369,100,4.1814,100,0.0,0.0
1968009,0.8118,100,1.1259,100,1.23183050012318,0.888178346211919
1968135,1.6182,100,47.61,100,0.617970584600173,0.399075824406637
1968137,0.6579,100,51.6222,100,0.0,0.348687192719411
1968141,4.7817,100,106.3701,100,0.418261287826505,0.366644385969365
1968175,0.4455,100,202.3623,100,0.0,0.311322810622334
1968179,4.7988,100,4.7988,100,0.20838542969075602,0.20838542969075602
1968185,1.449,100,1.449,100,0.0,0.0
1968197,2.295,100,259.4322,100,0.8714596949891071,0.26211087135675504
1968201,9.0981,100,11.4084,100,0.0,0.262964131692437
1968203,0.243,100,272.3373,100,4.11522633744856,0.264378034151033
1968209,3.8214,100,5.472,100,0.523368399016067,0.730994152046784
1968213,4.553999999999999,100,4.553999999999999,100,0.219587176108915,0.219587176108915
1968219,10.1043,100,10.1043,100,0.0989677661985491,0.0989677661985491
1968221,20.4759,100,20.4759,100,0.24418951059538302,0.24418951059538302
1968225,19.1853,100,142.9974,100,0.156369720567309,0.30769790219962
1968249,1.9746,100,2.5469999999999997,100,0.0,0.0
1968253,3.5478,100,8.7588,100,0.845594452900389,0.45668356395853293
1968255,0.0054,100,0.0054,100,0.0,0.0
1968257,0.1494,100,8.9136,100,6.69344042838019,0.560940585173218
1968259,0.0027,100,0.0027,100,0.0,0.0
1968261,0.0009,100,0.0009,100,0.0,0.0
1968263,0.5067,100,19.3878,100,0.0,0.464209451304429
1968265,0.027000000000000003,100,322.3098,100,0.0,0.331978735986309
1968267,1.8243,100,10.7406,100,0.5481554568875731,0.558628009608402
1968271,0.1377,100,10.8783,100,0.0,0.551556768980447
1968275,22.1922,100,322.2819,100,0.31542614071610703,0.332007475443083
1968279,0.0054,100,0.0054,100,0.0,0.0
1968281,0.2808,100,13.5747,100,3.5612535612535603,0.51566517123767
1968283,0.0045,100,0.0045,100,0.0,0.0
1968285,0.4473,100,14.0265,100,0.0,0.499055359498093
1968287,0.0018,100,20.4777,100,0.0,0.24416804621612803
1968289,0.6138,100,35.118,100,3.25839035516455,0.398655959906601
1968291,0.2952,100,35.4132,100,0.0,0.39533281375306395
1968293,0.1863,100,37.7838,100,0.0,0.423461906954832
1968295,2.6586,100,107.4267,100,0.376137816896111,0.511977003854721
1968297,0.0567,100,2.1843,100,0.0,0.9156251430664291
1968299,0.0576,100,145.3005,100,0.0,0.488642502950781
1968301,19.7838,100,361.5147,100,0.0505464066559508,0.323638291886886
1968303,0.6597,100,2.3103,100,1.51584053357587,1.29853265809635
1968305,0.3348,100,272.6721,100,0.0,0.26405341800646304
1968307,1.5084,100,52.5969,100,0.0,0.43728812914829607
1968309,3.1581,100,328.4334,100,0.0,0.28925194575216806
1968311,0.135,100,4.689,100,0.0,0.213265088505012
1968313,0.8631,100,334.0224,100,0.0,0.28740587457607597
1968315,11.7657,100,520.3404,100,0.0,0.36130194772498897
1968317,4.8861,100,554.4441,100,0.0,0.34809640863704694
1968319,0.09,100,105.0048,100,0.0,0.399981715121594
1968321,7.7904,100,29.2176,100,0.128363113575683,0.171129730025738
1968323,3.8556,100,576.5841,100,0.0,0.33993306440465504
1968325,1.8837,100,11.988,100,0.0,0.0834167500834168
1968327,0.7893,100,591.9318,100,0.0,0.33280861072170803
1968329,18.1224,100,19.2726,100,0.165540987948616,0.20754854041489001
1968331,0.0243,100,1.1502,100,0.0,0.8694140149539208
1968333,10.2114,100,610.3359,100,0.0,0.32277308282209805
1968335,10.5525,100,20.465999999999998,100,0.0,0.24430763217042897
1968337,4.0113,100,8.1927,100,0.0,0.0
1968341,3.6198,100,18.2844,100,0.0,0.164074292839798
1968343,3.4047,100,638.154,100,0.0,0.316538014335098
1968345,9.6273,100,448.6545,100,0.10387128270647,0.309815236445862
1968347,2.7774,100,145.7748,100,0.0,0.301835433833557
1968349,0.0018,100,1.692,100,0.0,1.18203309692671
1968351,0.0018,100,1.6902,100,0.0,1.1832919181162
1968355,0.9216,100,1089.7407,100,0.0,0.311083177860568
1968357,0.0036,100,4.6521,100,0.0,0.42991337245544997
1968359,7.5438,100,219.1581,100,0.0,0.31027828768364
1968361,1.1457,100,5.7978,100,0.0,0.34495843250888303
1968363,0.8784,100,148.3452,100,0.0,0.31008755254635806
1968365,0.0477,100,4.5108,100,0.0,0.22169016582424397
1968367,4.9428,100,195.9777,100,0.0,0.331670389028956
1968369,0.9675,100,170.9127,100,0.0,0.321801715144632
1968371,3.4128,100,156.2688,100,0.0,0.30076381209812797
1968373,0.2232,100,168.4251,100,0.0,0.326554652483508
1968375,0.0414,100,11.9331,100,0.0,0.670404169913937
1968377,0.0153,100,1.9989,100,0.0,0.500275151333233
1968379,0.054000000000000006,100,9.5913,100,0.0,0.729828073358147
1968381,0.3114,100,60.2946,100,0.0,0.48097176198200203
1968383,0.0144,100,20.6271,100,0.0,0.145439737044955
1968387,0.7829999999999999,100,81.7047,100,0.0,0.39165433567469204
1968389,0.7731,100,14.1552,100,0.0,0.423872499152255
1968391,0.3222,100,96.2109,100,0.0,0.394965643185959
1968393,0.3447,100,9.3969,100,0.0,0.744926518319871
1968397,0.0081,100,12.3417,100,0.0,0.24307834415031998
1968399,1.5246,100,49.5432,100,0.0,0.6055321416460789
1968401,0.1188,100,62.0037,100,0.0,0.532226302623876
1968403,37.8675,100,37.8675,100,0.29048656499636893,0.29048656499636893
1968405,1.6506,100,1.6506,100,1.21168060099358,1.21168060099358
1968407,0.5724,100,0.5724,100,0.0,0.0
1968413,2.6639999999999997,100,5.211,100,0.375375375375375,0.19190174630589102
1968417,2.4102,100,13.2885,100,0.0,0.45151823004853797
1969081,4.4748,100,12.0753,100,0.22347367480110802,0.579695742548839
1969083,1.143,100,1.143,100,1.7497812773403303,1.7497812773403303
1969085,1.656,100,14.8743,100,1.20772946859903,0.7395305997593159
1969087,2.5155,100,6.1938,100,0.39753528125621207,0.645807097420001
1969089,3.2148,100,24.2829,100,0.6221226825930071,0.7000811270482521
1969091,1.6128,100,1.6128,100,1.2400793650793702,1.2400793650793702
1969093,0.1791,100,0.1791,100,0.0,0.0
1969095,0.0738,100,1.9395,100,0.0,1.0311936065996399
1969097,0.972,100,25.2549,100,1.02880658436214,0.7127329745910691
1969103,2.0484,100,29.2428,100,3.41730130833822,0.92330419795642
1969105,3.8682,100,3.8682,100,2.84369991210382,2.84369991210382
1969113,0.0882,100,0.0936,100,22.6757369614512,21.367521367521398
1969115,2.3121,100,2.3121,100,1.73002897798538,1.73002897798538
1969117,0.6345,100,2.9466,100,4.72813238770686,2.37561935790403
1969123,0.027000000000000003,100,2.3391,100,0.0,1.710059424565
1969127,1.1142,100,1.1151,100,0.897504936277149,0.8967805577975071
1969149,0.0297,100,101.7342,100,0.0,0.7077266052124059
1969151,0.0567,100,99.8937,100,0.0,0.700744891820005
1969157,0.0387,100,99.8757,100,0.0,0.7008711828803199
1969161,1.2483,100,1.2483,100,2.40326844508532,2.40326844508532
1969167,0.1233,100,0.3879,100,0.0,7.733952049497289
1969183,0.3051,100,5.2362,100,0.0,0.5729345708720059
1969185,0.7938,100,0.7938,100,1.25976316452507,1.25976316452507
1969189,0.1719,100,6.6564,100,5.8173356602676,1.05161949402079
1969191,0.018000000000000002,100,4.1373,100,0.0,0.483407052908902
1969193,0.2313,100,4.0014,100,0.0,0.49982506122857007
1969195,0.1179,100,0.1179,100,0.0,0.0
1969271,1.1133,100,1.2069,100,1.79646097188539,3.3142762449250096
1969275,1.1277,100,1.1277,100,0.8867606632969759,0.8867606632969759
1969277,0.3132,100,100.1502,100,0.0,0.6989501768343951
1969279,0.0963,100,101.6478,100,0.0,0.7083281684404381
1969281,0.2646,100,0.2646,100,11.3378684807256,11.3378684807256
1969283,0.8037,100,1.6758,100,1.24424536518601,1.1934598400763798
1969285,1.4625,100,99.837,100,0.683760683760684,0.701142862866472
1969289,0.0162,100,1.629,100,0.0,1.22774708410068
1969291,0.2367,100,1.8657,100,0.0,1.07198370584767
1969293,0.2016,100,29.4444,100,0.0,0.916982516200024
1969295,0.0117,100,3.8826,100,0.0,2.8331530417761295
1969297,0.0027,100,3.8709,100,0.0,2.84171639670361
1969299,0.0774,100,33.4044,100,12.9198966408269,1.1675108668319099
1969301,15.7104,100,8198.4663,100,0.127304206130971,0.433373739671285
1969303,0.0702,100,8236.7568,100,0.0,0.437672264403873
1969307,0.7236,100,1.9305,100,1.38197899391929,2.59000259000259
1969309,0.7038,100,3.6504,100,0.0,1.91759807144423
1969311,2.9799,100,8241.6672,100,0.671163461861136,0.438260841204556
1969313,1.2771,100,3.6162,100,0.0,1.1061335103146899
1969315,1.4715,100,8246.7891,100,0.679578661230037,0.438958721522295
1969317,0.2592,100,1.3869,100,0.0,0.721032518566587
1969319,0.1719,100,1.287,100,0.0,0.777000777000777
1969321,0.4041,100,105.7428,100,0.0,0.671440514153209
1969323,3.8016,100,103.9518,100,0.0,0.673389012984864
1969325,2.511,100,8250.6042,100,0.0,0.43875574591252403
1969327,0.6417,100,1.0296,100,0.0,2.91375291375291
1969329,1.3176,100,111.2877,100,0.0,0.6649432057630811
1969331,1.0431,100,102.7773,100,0.0,0.700543797122516
1969333,0.3024,100,112.6197,100,0.0,0.683716969588802
1969337,0.0009,100,0.0009,100,0.0,0.0
1969339,0.0054,100,0.0054,100,0.0,0.0
1969719,1.665,100,1.665,100,0.600600600600601,0.600600600600601
1969721,2.2608,100,2.2608,100,0.44232130219391397,0.44232130219391397
1969723,0.0369,100,3.1581,100,0.0,0.6332921693423261
1969725,3.4452,100,13.6602,100,0.0,0.219616111037906
1969727,1.7676,100,7.1865,100,0.565738854944558,0.556599179016211
1969729,2.3445,100,2.3445,100,0.0,0.0
1969733,0.3141,100,0.3141,100,0.0,0.0
1969737,0.6111,100,1.3563,100,0.0,1.4746000147459999
1969739,1.7649,100,2.5101,100,0.0,0.796781004740847
1969743,0.9288,100,9.2835,100,1.07665805340224,0.754025960036624
1969745,0.2574,100,8.3547,100,3.8850038850038797,0.7181586412438509
1969747,5.1066,100,5.1066,100,0.19582501077037598,0.19582501077037598
1969749,0.7452,100,0.7452,100,2.68384326355341,2.68384326355341
1969753,0.3168,100,12.1122,100,0.0,0.165122768778587
1969755,2.0655,100,2.0655,100,0.48414427499394797,0.48414427499394797
1969757,1.2465,100,7.5204,100,0.8022462896109108,0.26594330088825097
1969759,2.7189,100,6.5232,100,0.0,0.6131959774343879
1969761,1.5741,100,1.5741,100,0.635283654151579,0.635283654151579
1969765,2.5623,100,2.5623,100,0.39027436287710293,0.39027436287710293
1969767,2.6199,100,2.6199,100,0.763387915569297,0.763387915569297
1969769,0.3159,100,8.3772,100,0.0,0.7162297665090959
1969771,1.4976,100,1.4976,100,1.33547008547009,1.33547008547009
1969773,0.0252,100,6.2667,100,39.682539682539705,0.638294477157036
1969775,2.2158,100,2.2158,100,0.4513042693383879,0.4513042693383879
1969777,3.6549,100,3.6549,100,0.27360529699855,0.27360529699855
1969779,0.1053,100,2.7261,100,0.0,0.73364880231833
1969781,1.7946,100,1.7946,100,1.11445447453472,1.11445447453472
1969783,6.2739,100,6.2739,100,0.15939049076332099,0.15939049076332099
1969785,1.8207,100,1.8207,100,0.5492393035645631,0.5492393035645631
1969787,1.8837,100,1.8837,100,0.530870096087487,0.530870096087487
1969789,0.7965,100,5.9787,100,0.0,0.5017813236991321
1969793,1.9305,100,1.9305,100,1.03600103600104,1.03600103600104
1969795,1.7964,100,1.7964,100,1.11333778668448,1.11333778668448
1969797,0.81,100,0.81,100,2.46913580246914,2.46913580246914
1969799,2.0394,100,9.9018,100,0.49034029616553904,0.5049586943788
1969803,0.0684,100,2.6748,100,0.0,1.49543891132047
1969805,1.5552,100,1.5552,100,1.2860082304526699,1.2860082304526699
1969807,0.0495,100,4.2795,100,0.0,1.40203294777427
1969809,1.4922,100,1.4922,100,0.670151454228656,0.670151454228656
1969811,1.1313,100,1.1313,100,0.0,0.0
1969813,4.2876,100,4.2876,100,0.699692135460397,0.699692135460397
1969815,1.4895,100,1.4895,100,1.3427324605572302,1.3427324605572302
1969817,0.0135,100,3.1968,100,0.0,0.625625625625626
1969819,1.0629,100,1.0629,100,0.0,0.0
1969821,0.6156,100,0.6156,100,0.0,0.0
1969823,6.8607,100,6.8607,100,0.145757721515297,0.145757721515297
1969827,1.8297,100,1.8297,100,0.546537683773296,0.546537683773296
1969829,1.2843,100,1.2843,100,0.0,0.0
1969833,0.2169,100,7.2279,100,0.0,0.415058315693355
1969835,0.0693,100,3.0483,100,0.0,0.32805170094806896
1969837,2.5191,100,6.7139999999999995,100,0.396967170814974,0.446827524575514
1969839,1.3536,100,1.3536,100,0.7387706855791959,0.7387706855791959
1969841,0.0738,100,11.1483,100,0.0,0.269099324560695
1969843,0.5832,100,6.4386,100,0.0,0.31062653371851
1969845,3.438,100,3.438,100,0.29086678301338004,0.29086678301338004
1969847,0.9288,100,0.9288,100,0.0,0.0
1969849,2.2275,100,2.2275,100,0.448933782267116,0.448933782267116
1969851,0.0288,100,33.759,100,0.0,0.473947688023934
1969853,1.7055,100,7.8273,100,0.0,0.5110319011664299
1969855,0.5238,100,0.5238,100,3.81825124093165,3.81825124093165
1969857,0.5517,100,0.5517,100,1.81257930034439,1.81257930034439
1969859,0.171,100,25.9029,100,0.0,0.463268591547665
1969861,1.1844,100,1.1844,100,1.68861870989531,1.68861870989531
1969865,3.6234,100,3.6234,100,0.5519677650825191,0.5519677650825191
1969867,0.0279,100,1.1034,100,0.0,2.71886895051659
1969869,0.0477,100,2.6208,100,0.0,0.381562881562882
1969871,0.0972,100,22.1724,100,0.0,0.49611228374014504
1969873,1.764,100,2.8305,100,0.0,0.35329447094153
1969875,1.0098,100,6.4125,100,0.0,0.46783625730994205
1969877,1.8243,100,1.8243,100,5.48155456887573,5.48155456887573
1969879,2.4984,100,2.4984,100,0.800512327889849,0.800512327889849
1969881,1.4553,100,2.5722,100,0.687143544286401,0.777544514423451
1969883,1.3221,100,21.3696,100,0.0,0.514749925127284
1969885,1.0971,100,1.0971,100,0.911493938565309,0.911493938565309
1969887,3.105,100,3.105,100,0.322061191626409,0.322061191626409
1969889,6.218999999999999,100,6.218999999999999,100,0.160797555877151,0.160797555877151
1969891,1.3563,100,17.4303,100,0.7373000073729999,0.631084949771375
1969893,2.6172,100,2.6172,100,0.0,0.0
1969895,0.4266,100,8.3718,100,2.3441162681669,1.55283212690222
1969897,2.745,100,12.6639,100,0.0,1.18446923933385
1969899,1.9044,100,1.9044,100,0.0,0.0
1969901,1.1313,100,1.1313,100,0.883938831432865,0.883938831432865
1969903,1.1385,100,1.5471,100,1.75669740887132,1.29274125783724
1969905,0.27,100,86.634,100,0.0,0.392455617886742
1969907,0.8289,100,36.2628,100,1.20641814452889,0.579105860551309
1969909,7.6626,100,7.6626,100,0.130504006472999,0.130504006472999
1969911,1.0611,100,1.0611,100,0.9424182452172281,0.9424182452172281
1969913,4.1985,100,4.1985,100,0.23818030248898397,0.23818030248898397
1969917,6.6861,100,14.1696,100,0.299128041758275,0.705736224028907
1969919,0.8712,100,27.7713,100,0.0,0.684159546006129
1969921,4.7871,100,31.3371,100,0.41778947588310295,0.7020432650117591
1969923,2.5434,100,2.5434,100,0.393174490839034,0.393174490839034
1969925,0.0441,100,3.2886,100,22.6757369614512,0.912242291552636
1969927,1.8,100,1.8,100,0.555555555555556,0.555555555555556
1969931,2.4525,100,23.6754,100,0.40774719673802207,0.718044890477035
1969933,1.3023,100,1.3023,100,1.5357444521231698,1.5357444521231698
1969943,2.2536,100,2.2536,100,0.44373446929357496,0.44373446929357496
1969945,5.5791,100,50.1012,100,0.35848075854528494,0.259474822958332
1969947,3.2247,100,3.2247,100,0.620212732967408,0.620212732967408
1969951,2.0961,100,2.0961,100,0.9541529507179999,0.9541529507179999
1969953,1.1547,100,27.0936,100,0.0,0.14763634216198698
1969955,6.606,100,6.606,100,0.151377535573721,0.151377535573721
1969961,1.4562,100,14.9949,100,0.686718857299822,0.46682538729834794
1969963,13.1508,100,19.3329,100,0.22812300392371598,0.155175891873439
1969967,2.2896,100,2.2896,100,0.0,0.0
1969969,8.343,100,8.343,100,0.47944384513963795,0.47944384513963795
1969971,2.9781,100,2.9781,100,0.6715691212518051,0.6715691212518051
1969975,3.5568,100,3.5568,100,0.562303193882141,0.562303193882141
1969979,0.0783,100,0.0783,100,0.0,0.0
1969981,2.1924,100,2.1924,100,0.912242291552636,0.912242291552636
1969985,6.6591,100,67.5945,100,0.30034088690663896,0.325470267551354
1969987,2.4453,100,11.9898,100,0.40894777736883,0.41702113463110296
1969991,10.2105,100,10.2105,100,0.19587679349689002,0.19587679349689002
1969993,3.3282,100,3.3282,100,1.20185085030948,1.20185085030948
1969995,2.1888,100,11.9889,100,0.0,0.333641952139062
1969997,7.3521,100,7.3521,100,0.27203112036016897,0.27203112036016897
1969999,1.8414,100,1.8414,100,0.543065059194091,0.543065059194091
1970001,4.1067,100,9.3942,100,0.48700903401758094,0.6386919588682379
1970003,4.5441,100,20.6568,100,0.22006557954270398,0.290461252468921
1970005,2.4525,100,48.9456,100,0.0,0.306462685103462
1970011,5.3694,100,5.3694,100,0.3724810965843479,0.3724810965843479
1970015,0.3852,100,5.5296,100,2.59605399792316,0.72337962962963
1970017,0.018000000000000002,100,28.4976,100,0.0,0.350906743023974
1970019,4.1085,100,4.1085,100,0.48679566751855896,0.48679566751855896
1970023,0.0999,100,2.8962,100,0.0,0.690560044195843
1970025,0.0504,100,23.8275,100,0.0,0.33574651138390504
1970027,0.1098,100,23.7771,100,0.0,0.33645818876145506
1970033,1.0359,100,1.0359,100,0.9653441451877591,0.9653441451877591
1970035,6.7383,100,6.7383,100,0.445216152442011,0.445216152442011
1970037,0.2115,100,104.40899999999999,100,0.0,0.440575046212491
1970041,0.081,100,16.4583,100,0.0,0.24303846691335101
1970047,2.8008,100,2.8008,100,0.3570408454727221,0.3570408454727221
1970049,0.7128,100,0.7128,100,0.0,0.0
1970053,16.3773,100,16.3773,100,0.244240503623918,0.244240503623918
1970055,0.765,100,17.7399,100,2.61437908496732,0.169110310655641
1970061,3.5460000000000003,100,3.5460000000000003,100,0.846023688663283,0.846023688663283
1970063,9.3033,100,41.1237,100,0.21497748110885398,0.31611941532498306
1970069,1.4148,100,8.6409,100,0.0,0.34718605700795097
1970071,0.3798,100,3.9258,100,2.63296471827277,1.01890060624586
1970073,5.1651,100,5.1651,100,0.580821281291747,0.580821281291747
1970083,1.6119,100,59.1273,100,0.0,0.422816533141205
1970087,0.1548,100,53.9532,100,0.0,0.444829963746358
1970235,6.6888,100,6.6888,100,0.149503647889008,0.149503647889008
1970239,2.556,100,2.556,100,0.7824726134585291,0.7824726134585291
1970241,6.5601,100,20.2203,100,0.152436700660051,0.197821001666642
1970245,0.3564,100,0.3564,100,2.80583613916947,2.80583613916947
1970251,2.7081,100,2.7081,100,0.0,0.0
1970253,1.8738,100,1.8738,100,1.0673497705198,1.0673497705198
1970255,3.5154,100,3.5154,100,0.284462650054048,0.284462650054048
1970257,3.7503,100,3.7503,100,0.266645335039863,0.266645335039863
1970259,1.71,100,1.71,100,0.584795321637427,0.584795321637427
1970267,1.2114,100,1.2114,100,0.8254911672445101,0.8254911672445101
1970269,1.4265,100,1.4265,100,0.701016473887136,0.701016473887136
1970271,6.2064,100,6.2064,100,0.32224800206238696,0.32224800206238696
1970273,0.8046,100,0.8046,100,1.24285359184688,1.24285359184688
1970275,0.4941,100,2.7684,100,0.0,0.361219476954197
1970277,1.0323,100,1.0323,100,0.9687106461300009,0.9687106461300009
1970279,3.8466,100,3.8466,100,0.0,0.0
1970281,1.6947,100,1.6947,100,0.5900749395173189,0.5900749395173189
1970283,3.2643,100,3.2643,100,0.612688784731795,0.612688784731795
1970285,2.5911,100,2.5911,100,0.0,0.0
1970287,1.6155,100,19.2024,100,0.6190034045187249,0.31246094238220196
1970289,0.5148,100,0.5148,100,1.9425019425019399,1.9425019425019399
1970293,0.7812,100,0.7812,100,1.28008192524322,1.28008192524322
1970295,2.5731,100,2.5731,100,0.388636275309937,0.388636275309937
1970297,2.1501,100,2.1501,100,0.0,0.0
1970299,5.3469,100,5.3469,100,0.18702425704613898,0.18702425704613898
1970303,0.6552,100,0.6552,100,0.0,0.0
1970305,0.7974,100,7.9497,100,0.0,0.125790910348818
1970307,3.5298,100,3.5298,100,0.283302170094623,0.283302170094623
1970309,3.3804,100,3.3804,100,0.5916459590581,0.5916459590581
1970311,0.2781,100,6.4971,100,0.0,0.15391482353665498
1970313,2.4066,100,8.6256,100,0.4155239757334,0.231867928028195
