COMID,CatAreaSqKm,CatPctFull,WsAreaSqKm,WsPctFull,RunoffCat,RunoffWs
1967027,0.1683,100.0,38.0817,100.0,353.0,353.482617635242
1967029,0.0459,100.0,37.9134,100.0,353.0,353.484760005697
1967129,12.4848,100.0,50.5665,100.0,353.001730103806,353.36388715849404
1967137,32.5665,100.0,32.5665,100.0,353.0,353.0
1967139,13.4253,100.0,13.4253,100.0,353.0,353.0
1967143,0.3978,100.0,50.9643,100.0,353.0,353.361046850442
1967171,2.3562,100.0,49.9662,100.0,353.0,353.0
1967315,15.7788,100.0,122.1489,100.0,353.0,353.150639915709
1967341,4.6935,100.0,4.6935,100.0,353.01150527324995,353.01150527324995
1967343,8.496,100.0,8.496,100.0,353.0,353.0
1967359,0.3114,100.0,13.5009,100.0,353.0,353.003999733351
1967369,3.8133,100.0,3.8133,100.0,353.0,353.0
1967383,2.5974,100.0,124.7463,100.0,353.0,353.147503372846
1967385,17.8362,100.0,139.9851,100.0,353.0,353.131446132481
1967403,51.102,100.0,193.6845,100.0,353.041000352237,353.105820032062
1967419,0.2961,100.0,193.9806,100.0,353.0,353.10565850399496
1967421,1.035,100.0,18.3492,100.0,353.0,353.002942907593
1967427,1.8234,100.0,1.8234,100.0,353.0,353.0
1967455,6.6681,100.0,6.6681,100.0,353.0,353.0
1967461,2.106,100.0,195.7905,100.0,353.0,353.10468178997496
1967463,2.0295,100.0,196.0101,100.0,353.0,353.104564509686
1967469,0.0504,100.0,199.8954,100.0,353.0,353.102532124301
1967471,0.0261,100.0,199.9215,100.0,353.0,353.10251873860494
1967479,1.7289,100.0,197.739,100.0,353.0,353.10365026626
1967487,29.4813,100.0,29.4813,100.0,353.0,353.0
1967513,34.6239,100.0,54.7965,100.0,353.00670635023806,353.00522296132004
1967515,4.9788,100.0,11.6469,100.0,353.0,353.0
1967517,8.3385,100.0,8.3385,100.0,353.0,353.0
1967519,4.4496,100.0,33.9309,100.0,353.0,353.0
1967535,1.9953,100.0,201.9168,100.0,353.0,353.101505669662
1967537,3.2337,100.0,203.1552,100.0,353.0,353.100886908137
1967591,4.4469,100.0,207.6021,100.0,353.0,353.098725879941
1967597,0.0504,100.0,210.0933,100.0,353.0,353.09755522903396
1967603,0.3159,100.0,210.4092,100.0,353.0,353.097408763495
1967611,257.1372,100.0,257.1372,100.0,353.72754000588,353.72754000588
1967621,2.8899,100.0,45.1593,100.0,353.0,353.0
1967627,0.1278,100.0,210.2211,100.0,353.0,353.09749592215104
1967629,0.2619,100.0,227.8305,100.0,353.0,353.08996029943296
1967649,64.5588,100.0,292.7052,100.0,353.52445212736296,353.18569434366
1967651,7.6005,100.0,7.6005,100.0,346.510953226761,346.510953226761
1967653,0.4725,100.0,17.3475,100.0,353.0,353.0
1967669,3.5118,100.0,3.5118,100.0,353.0,353.0
1967671,3.8952,100.0,70.3386,100.0,353.0,353.004068889628
1967685,0.3798,100.0,15.425999999999998,100.0,353.0,353.0
1967691,23.6448,100.0,23.6448,100.0,351.996954933009,351.996954933009
1967701,1.2141,100.0,46.3734,100.0,353.0,353.0
1967737,2.1474,100.0,2.7135,100.0,353.0,353.0
1967745,16.6995,100.0,16.6995,100.0,353.0,353.0
1967749,0.6228,100.0,17.3223,100.0,353.0,353.0
1967755,13.2894,100.0,15.0462,100.0,353.0,353.0
1967757,0.5661,100.0,0.5661,100.0,353.0,353.0
1967761,2.5857,100.0,300.0897,100.0,353.0,353.181124843672
1967765,4.4514,100.0,4.4514,100.0,353.0,353.0
1967767,2.0016,100.0,51.0885,100.0,353.0,353.0
1967769,1.5588,100.0,18.8811,100.0,353.0,353.0
1967789,1.4787,100.0,1.4787,100.0,353.0,353.0
1967797,0.1674,100.0,0.1674,100.0,353.0,353.0
1967803,2.9106,100.0,76.76100000000001,100.0,353.0,353.003728455857
1967807,1.0863,100.0,12.6621,100.0,353.0,353.0
1967819,23.4333,100.0,29.3634,100.0,353.0,353.0
1967825,1.7568,100.0,1.7568,100.0,353.0,353.0
1967829,1.8567,100.0,25.5015,100.0,353.0,352.06998411858103
1967843,3.6783,100.0,3.6783,100.0,353.0,353.0
1967847,103.806,100.0,103.806,100.0,353.909909831802,353.909909831802
1967851,2.4975,100.0,2.4975,100.0,353.0,353.0
1967853,5.3766,100.0,5.3766,100.0,353.0,353.0
1967865,0.9621,100.0,104.7681,100.0,353.0,353.901554003556
1967879,3.9456,100.0,3.9456,100.0,353.0,353.0
1967883,11.1294,100.0,36.6309,100.0,353.0,352.352546620476
1967889,81.2016,100.0,81.2016,100.0,353.0,353.0
1967895,3.3327,100.0,3.3327,100.0,353.0,353.0
1967899,1.7559,100.0,9.63,100.0,353.0,353.0
1967901,5.2938,100.0,5.2938,100.0,353.0,353.0
1967909,1.1088,100.0,9.9135,100.0,353.0,353.0
1967911,2.6973,100.0,43.2738,100.0,353.0,352.451936275529
1967913,3.3318,100.0,3.3318,100.0,353.0,353.0
1967915,0.3753,100.0,2.1276,100.0,353.0,353.0
1967919,2.0826,100.0,2.0826,100.0,353.0,353.0
1967921,3.2751,100.0,3.4542,100.0,353.0,353.0
1967925,17.6877,100.0,123.8121,100.0,353.0,353.002311567286
1967929,1.4517,100.0,16.3755,100.0,353.0,353.0
1967931,0.1647,100.0,5.7015,100.0,353.0,353.0
1967933,1.9359,100.0,27.7182,100.0,353.0,353.0
1967935,9.4068,100.0,9.4068,100.0,353.0,353.0
1967941,1.7523,100.0,1.7523,100.0,353.0,353.0
1967943,1.2222,100.0,34.6419,100.0,353.0,353.0
1967945,3.0204,100.0,3.0204,100.0,353.0,353.0
1967951,1.6884,100.0,1.6884,100.0,353.0,353.0
1967953,5.553,100.0,5.553,100.0,353.0,353.0
1967955,2.3553,100.0,2.3553,100.0,353.0,353.0
1967957,7.4223,100.0,45.0846,100.0,353.0,353.0
1967959,0.8235,100.0,3.9267,100.0,353.0,353.0
1967961,1.5588,100.0,1.5588,100.0,353.0,353.0
1967963,9.0666,100.0,9.0666,100.0,353.0,353.0
1967965,13.3776,100.0,59.9832,100.0,353.0,352.604609290601
1967967,0.5787,100.0,48.0186,100.0,353.0,353.0
1967969,1.5444,100.0,1.5444,100.0,353.0,353.0
1967971,3.1122,100.0,3.1122,100.0,353.0,353.0
1967973,4.6485,100.0,4.6485,100.0,353.0,353.0
1967975,0.8009999999999999,100.0,20.43,100.0,353.0,353.0
1967977,4.4631,100.0,4.4631,100.0,353.0,353.0
1967979,3.9024,100.0,13.3821,100.0,353.0,353.0
1967985,12.3336,100.0,12.3336,100.0,353.0,353.0
1967987,1.656,100.0,1.656,100.0,353.0,353.0
1967989,1.1484,100.0,10.215,100.0,353.0,353.0
1967991,0.0396,100.0,9.0522,100.0,353.0,353.0
1967995,0.1701,100.0,7.3566,100.0,353.0,353.0
1967999,16.5168,100.0,16.5168,100.0,353.0,353.0
1968001,1.9836,100.0,1.9836,100.0,353.0,353.0
1968005,1.8369,100.0,4.1814,100.0,353.0,353.0
1968009,0.8118,100.0,1.1259,100.0,353.0,353.0
1968135,1.6182,100.0,47.61,100.0,353.0,353.0
1968137,0.6579,100.0,51.6222,100.0,353.0,353.356445482757
1968141,4.7817,100.0,106.3701,100.0,353.0,353.172985641642
1968175,0.4455,100.0,202.3623,100.0,353.0,353.101282205233
1968179,4.7988,100.0,4.7988,100.0,353.0,353.0
1968185,1.449,100.0,1.449,100.0,353.0,353.0
1968197,2.295,100.0,259.4322,100.0,353.0,353.72110401099
1968201,9.0981,100.0,11.4084,100.0,353.0,353.0
1968203,0.243,100.0,272.3373,100.0,353.0,353.686933446135
1968209,3.8214,100.0,5.472,100.0,353.0,353.0
1968213,4.553999999999999,100.0,4.553999999999999,100.0,353.0,353.0
1968219,10.1043,100.0,10.1043,100.0,353.0,353.0
1968221,20.4759,100.0,20.4759,100.0,353.13445562832396,353.13445562832396
1968225,19.1853,100.0,142.9974,100.0,353.0,353.002001434991
1968249,1.9746,100.0,2.5469999999999997,100.0,376.0,376.0
1968253,3.5478,100.0,8.7588,100.0,353.0,363.25924784217005
1968255,0.0054,100.0,0.0054,100.0,353.0,353.0
1968257,0.1494,100.0,8.9136,100.0,353.0,363.081078352181
1968259,0.0027,100.0,0.0027,100.0,353.0,353.0
1968261,0.0009,100.0,0.0009,100.0,353.0,353.0
1968263,0.5067,100.0,19.3878,100.0,353.0,353.0
1968265,0.027000000000000003,100.0,322.3098,100.0,353.0,353.16863806188996
1968267,1.8243,100.0,10.7406,100.0,353.0,361.36626445449997
1968271,0.1377,100.0,10.8783,100.0,353.0,361.26036237279703
1968275,22.1922,100.0,322.2819,100.0,353.0,353.168652660916
1968279,0.0054,100.0,0.0054,100.0,353.0,353.0
1968281,0.2808,100.0,13.5747,100.0,353.0,359.61957170324206
1968283,0.0045,100.0,0.0045,100.0,353.0,353.0
1968285,0.4473,100.0,14.0265,100.0,353.0,359.40635226179
1968287,0.0018,100.0,20.4777,100.0,353.0,353.134443809608
1968289,0.6138,100.0,35.118,100.0,353.0,355.637160430548
1968291,0.2952,100.0,35.4132,100.0,353.0,355.61517739148104
1968293,0.1863,100.0,37.7838,100.0,353.0,355.45109808965697
1968295,2.6586,100.0,107.4267,100.0,353.0,353.879242311269
1968297,0.0567,100.0,2.1843,100.0,353.0,353.0
1968299,0.0576,100.0,145.3005,100.0,353.0,354.28744154356
1968301,19.7838,100.0,361.5147,100.0,353.0,353.15034990278394
1968303,0.6597,100.0,2.3103,100.0,353.0,353.0
1968305,0.3348,100.0,272.6721,100.0,353.0,353.686089996006
1968307,1.5084,100.0,52.5969,100.0,353.0,353.0
1968309,3.1581,100.0,328.4334,100.0,353.0,353.56960589270204
1968311,0.135,100.0,4.689,100.0,353.0,353.0
1968313,0.8631,100.0,334.0224,100.0,353.0,353.56007501293294
1968315,11.7657,100.0,520.3404,100.0,353.0,353.46396474308
1968317,4.8861,100.0,554.4441,100.0,353.0,353.43542640277
1968319,0.09,100.0,105.0048,100.0,353.0,353.0
1968321,7.7904,100.0,29.2176,100.0,353.0,353.0
1968323,3.8556,100.0,576.5841,100.0,353.0,353.418706655282
1968325,1.8837,100.0,11.988,100.0,353.0,353.0
1968327,0.7893,100.0,591.9318,100.0,353.0,353.407850363843
1968329,18.1224,100.0,19.2726,100.0,353.0,353.0
1968331,0.0243,100.0,1.1502,100.0,353.0,353.0
1968333,10.2114,100.0,610.3359,100.0,353.0,353.395552023075
1968335,10.5525,100.0,20.465999999999998,100.0,353.0,353.0
1968337,4.0113,100.0,8.1927,100.0,353.0,353.0
1968341,3.6198,100.0,18.2844,100.0,353.0,353.0
1968343,3.4047,100.0,638.154,100.0,353.0,353.37830931091906
1968345,9.6273,100.0,448.6545,100.0,353.0,353.416974754516
1968347,2.7774,100.0,145.7748,100.0,353.0,353.001963302299
1968349,0.0018,100.0,1.692,100.0,353.0,353.0
1968351,0.0018,100.0,1.6902,100.0,353.0,353.0
1968355,0.9216,100.0,1089.7407,100.0,353.0,353.393210237995
1968357,0.0036,100.0,4.6521,100.0,353.0,353.0
1968359,7.5438,100.0,219.1581,100.0,353.0,353.001305906558
1968361,1.1457,100.0,5.7978,100.0,353.0,353.0
1968363,0.8784,100.0,148.3452,100.0,353.0,353.00192928386
1968365,0.0477,100.0,4.5108,100.0,353.0,353.0
1968367,4.9428,100.0,195.9777,100.0,353.0,353.001460370236
1968369,0.9675,100.0,170.9127,100.0,353.0,353.001674539107
1968371,3.4128,100.0,156.2688,100.0,353.0,353.001831459639
1968373,0.2232,100.0,168.4251,100.0,353.0,353.001699271664
1968375,0.0414,100.0,11.9331,100.0,353.0,353.0
1968377,0.0153,100.0,1.9989,100.0,353.0,353.0
1968379,0.054000000000000006,100.0,9.5913,100.0,353.0,353.0
1968381,0.3114,100.0,60.2946,100.0,353.0,352.606651341911
1968383,0.0144,100.0,20.6271,100.0,353.0,353.0
1968387,0.7829999999999999,100.0,81.7047,100.0,353.0,352.70972538911496
1968389,0.7731,100.0,14.1552,100.0,353.0,353.0
1968391,0.3222,100.0,96.2109,100.0,353.0,352.753491548255
1968393,0.3447,100.0,9.3969,100.0,353.0,353.0
1968397,0.0081,100.0,12.3417,100.0,353.0,353.0
1968399,1.5246,100.0,49.5432,100.0,353.0,353.0
1968401,0.1188,100.0,62.0037,100.0,353.0,353.0
1968403,37.8675,100.0,37.8675,100.0,353.485347593583,353.485347593583
1968405,1.6506,100.0,1.6506,100.0,353.0,353.0
1968407,0.5724,100.0,0.5724,100.0,376.0,376.0
1968413,2.6639999999999997,100.0,5.211,100.0,364.740878378378,370.244041450777
1968417,2.4102,100.0,13.2885,100.0,353.0,359.76214019641
1969081,4.4748,100.0,12.0753,100.0,348.51086082059504,347.252068271596
1969083,1.143,100.0,1.143,100.0,353.0,353.0
1969085,1.656,100.0,14.8743,100.0,352.89565217391294,348.32207902220597
1969087,2.5155,100.0,6.1938,100.0,353.0,353.0
1969089,3.2148,100.0,24.2829,100.0,349.510638297872,349.67262147437106
1969091,1.6128,100.0,1.6128,100.0,353.0,353.0
1969093,0.1791,100.0,0.1791,100.0,353.0,353.0
1969095,0.0738,100.0,1.9395,100.0,353.0,353.0
1969097,0.972,100.0,25.2549,100.0,353.0,349.800684223656
1969103,2.0484,100.0,29.2428,100.0,353.0,350.236981410809
1969105,3.8682,100.0,3.8682,100.0,353.0,353.0
1969113,0.0882,100.0,0.0936,100.0,353.0,353.0
1969115,2.3121,100.0,2.3121,100.0,353.0,353.0
1969117,0.6345,100.0,2.9466,100.0,353.0,353.0
1969123,0.027000000000000003,100.0,2.3391,100.0,353.0,353.0
1969127,1.1142,100.0,1.1151,100.0,353.0,353.0
1969149,0.0297,100.0,101.7342,100.0,353.0,357.479971337072
1969151,0.0567,100.0,99.8937,100.0,353.0,357.562512951267
1969157,0.0387,100.0,99.8757,100.0,353.0,357.56333522568605
1969161,1.2483,100.0,1.2483,100.0,347.889689978371,347.889689978371
1969167,0.1233,100.0,0.3879,100.0,353.0,353.0
1969183,0.3051,100.0,5.2362,100.0,353.0,349.82640082502604
1969185,0.7938,100.0,0.7938,100.0,352.74603174603203,352.74603174603203
1969189,0.1719,100.0,6.6564,100.0,353.0,349.5451595457
1969191,0.018000000000000002,100.0,4.1373,100.0,353.0,349.03219490972396
1969193,0.2313,100.0,4.0014,100.0,353.0,348.89743589743597
1969195,0.1179,100.0,0.1179,100.0,353.0,353.0
1969271,1.1133,100.0,1.2069,100.0,353.0,353.0
1969275,1.1277,100.0,1.1277,100.0,353.0,353.0
1969277,0.3132,100.0,100.1502,100.0,353.0,357.550827656859
1969279,0.0963,100.0,101.6478,100.0,353.0,357.483779284943
1969281,0.2646,100.0,0.2646,100.0,353.0,353.0
1969283,0.8037,100.0,1.6758,100.0,353.0,353.0
1969285,1.4625,100.0,99.837,100.0,353.0,357.565104119715
1969289,0.0162,100.0,1.629,100.0,353.0,353.0
1969291,0.2367,100.0,1.8657,100.0,353.0,353.0
1969293,0.2016,100.0,29.4444,100.0,353.0,350.255899254188
1969295,0.0117,100.0,3.8826,100.0,353.0,353.0
1969297,0.0027,100.0,3.8709,100.0,353.0,353.0
1969299,0.0774,100.0,33.4044,100.0,353.0,350.581204871215
1969301,15.7104,100.0,8198.4663,100.0,345.29147571035696,348.242178552347
1969303,0.0702,100.0,8236.7568,100.0,353.0,348.25258305550597
1969307,0.7236,100.0,1.9305,100.0,353.0,353.0
1969309,0.7038,100.0,3.6504,100.0,353.0,353.0
1969311,2.9799,100.0,8241.6672,100.0,353.0,348.25541157497804
1969313,1.2771,100.0,3.6162,100.0,353.0,353.0
1969315,1.4715,100.0,8246.7891,100.0,353.0,348.25835833488196
1969317,0.2592,100.0,1.3869,100.0,353.0,353.0
1969319,0.1719,100.0,1.287,100.0,353.0,353.0
1969321,0.4041,100.0,105.7428,100.0,353.0,357.265881932387
1969323,3.8016,100.0,103.9518,100.0,351.768939393939,357.339379404686
1969325,2.511,100.0,8250.6042,100.0,353.0,348.260550881837
1969327,0.6417,100.0,1.0296,100.0,353.0,353.0
1969329,1.3176,100.0,111.2877,100.0,353.0,357.053334735106
1969331,1.0431,100.0,102.7773,100.0,353.0,357.434503533368
1969333,0.3024,100.0,112.6197,100.0,353.0,357.005394260507
1969337,0.0009,100.0,0.0009,100.0,353.0,353.0
1969339,0.0054,100.0,0.0054,100.0,353.0,353.0
1969719,1.665,100.0,1.665,100.0,353.0,353.0
1969721,2.2608,100.0,2.2608,100.0,353.0,353.0
1969723,0.0369,100.0,3.1581,100.0,353.0,353.0
1969725,3.4452,100.0,13.6602,100.0,353.0,353.0
1969727,1.7676,100.0,7.1865,100.0,353.0,353.0
1969729,2.3445,100.0,2.3445,100.0,353.0,353.0
1969733,0.3141,100.0,0.3141,100.0,353.0,353.0
1969737,0.6111,100.0,1.3563,100.0,353.0,353.0
1969739,1.7649,100.0,2.5101,100.0,353.0,353.0
1969743,0.9288,100.0,9.2835,100.0,353.0,353.0
1969745,0.2574,100.0,8.3547,100.0,353.0,353.0
1969747,5.1066,100.0,5.1066,100.0,353.0,353.0
1969749,0.7452,100.0,0.7452,100.0,353.0,353.0
1969753,0.3168,100.0,12.1122,100.0,353.0,353.0
1969755,2.0655,100.0,2.0655,100.0,353.0,353.0
1969757,1.2465,100.0,7.5204,100.0,353.0,353.0
1969759,2.7189,100.0,6.5232,100.0,353.0,353.0
1969761,1.5741,100.0,1.5741,100.0,353.0,353.0
1969765,2.5623,100.0,2.5623,100.0,353.0,353.0
1969767,2.6199,100.0,2.6199,100.0,353.0,353.0
1969769,0.3159,100.0,8.3772,100.0,353.0,353.0
1969771,1.4976,100.0,1.4976,100.0,353.0,353.0
1969773,0.0252,100.0,6.2667,100.0,353.0,353.0
1969775,2.2158,100.0,2.2158,100.0,353.0,353.0
1969777,3.6549,100.0,3.6549,100.0,353.0,353.0
1969779,0.1053,100.0,2.7261,100.0,353.0,353.0
1969781,1.7946,100.0,1.7946,100.0,353.0,353.0
1969783,6.2739,100.0,6.2739,100.0,353.0,353.0
1969785,1.8207,100.0,1.8207,100.0,353.0,353.0
1969787,1.8837,100.0,1.8837,100.0,353.0,353.0
1969789,0.7965,100.0,5.9787,100.0,353.0,353.0
1969793,1.9305,100.0,1.9305,100.0,353.0,353.0
1969795,1.7964,100.0,1.7964,100.0,353.0,353.0
1969797,0.81,100.0,0.81,100.0,353.0,353.0
1969799,2.0394,100.0,9.9018,100.0,353.0,353.0
1969803,0.0684,100.0,2.6748,100.0,353.0,353.0
1969805,1.5552,100.0,1.5552,100.0,353.0,353.0
1969807,0.0495,100.0,4.2795,100.0,353.0,353.0
1969809,1.4922,100.0,1.4922,100.0,353.0,353.0
1969811,1.1313,100.0,1.1313,100.0,353.0,353.0
1969813,4.2876,100.0,4.2876,100.0,354.173173803526,354.173173803526
1969815,1.4895,100.0,1.4895,100.0,353.0,353.0
1969817,0.0135,100.0,3.1968,100.0,353.0,353.0
1969819,1.0629,100.0,1.0629,100.0,353.0,353.0
1969821,0.6156,100.0,0.6156,100.0,353.0,353.0
1969823,6.8607,100.0,6.8607,100.0,353.0,353.0
1969827,1.8297,100.0,1.8297,100.0,353.0,353.0
1969829,1.2843,100.0,1.2843,100.0,353.0,353.0
1969833,0.2169,100.0,7.2279,100.0,353.0,353.0
1969835,0.0693,100.0,3.0483,100.0,353.0,353.0
1969837,2.5191,100.0,6.7139999999999995,100.0,353.0,353.0
1969839,1.3536,100.0,1.3536,100.0,353.0,353.0
1969841,0.0738,100.0,11.1483,100.0,353.0,353.0
1969843,0.5832,100.0,6.4386,100.0,353.0,353.0
1969845,3.438,100.0,3.438,100.0,353.0,353.0
1969847,0.9288,100.0,0.9288,100.0,353.0,353.0
1969849,2.2275,100.0,2.2275,100.0,353.0,353.0
1969851,0.0288,100.0,33.759,100.0,353.0,353.0
1969853,1.7055,100.0,7.8273,100.0,353.0,353.0
1969855,0.5238,100.0,0.5238,100.0,353.0,353.0
1969857,0.5517,100.0,0.5517,100.0,353.0,353.0
1969859,0.171,100.0,25.9029,100.0,353.0,353.0
1969861,1.1844,100.0,1.1844,100.0,353.0,353.0
1969865,3.6234,100.0,3.6234,100.0,353.0,353.0
1969867,0.0279,100.0,1.1034,100.0,353.0,353.0
1969869,0.0477,100.0,2.6208,100.0,353.0,353.0
1969871,0.0972,100.0,22.1724,100.0,353.0,353.0
1969873,1.764,100.0,2.8305,100.0,353.0,353.0
1969875,1.0098,100.0,6.4125,100.0,353.0,353.0
1969877,1.8243,100.0,1.8243,100.0,353.0,353.0
1969879,2.4984,100.0,2.4984,100.0,353.0,353.0
1969881,1.4553,100.0,2.5722,100.0,353.0,353.0
1969883,1.3221,100.0,21.3696,100.0,353.0,353.0
1969885,1.0971,100.0,1.0971,100.0,353.0,353.0
1969887,3.105,100.0,3.105,100.0,353.0,353.0
1969889,6.218999999999999,100.0,6.218999999999999,100.0,353.0,353.0
1969891,1.3563,100.0,17.4303,100.0,353.0,353.0
1969893,2.6172,100.0,2.6172,100.0,353.0,353.0
1969895,0.4266,100.0,8.3718,100.0,353.0,353.0
1969897,2.745,100.0,12.6639,100.0,353.0,353.0
1969899,1.9044,100.0,1.9044,100.0,353.0,353.0
1969901,1.1313,100.0,1.1313,100.0,353.0,353.0
1969903,1.1385,100.0,1.5471,100.0,353.0,353.0
1969905,0.27,100.0,86.634,100.0,353.0,368.77622065239996
1969907,0.8289,100.0,36.2628,100.0,353.0,353.0
1969909,7.6626,100.0,7.6626,100.0,353.0,353.0
1969911,1.0611,100.0,1.0611,100.0,353.0,353.0
1969913,4.1985,100.0,4.1985,100.0,353.0,353.0
1969917,6.6861,100.0,14.1696,100.0,353.0,353.0
1969919,0.8712,100.0,27.7713,100.0,353.0,353.0
1969921,4.7871,100.0,31.3371,100.0,353.0,365.187799764496
1969923,2.5434,100.0,2.5434,100.0,353.0,353.0
1969925,0.0441,100.0,3.2886,100.0,353.0,353.0
1969927,1.8,100.0,1.8,100.0,353.0,353.0
1969931,2.4525,100.0,23.6754,100.0,353.0,353.0
1969933,1.3023,100.0,1.3023,100.0,353.0,353.0
1969943,2.2536,100.0,2.2536,100.0,353.0,353.0
1969945,5.5791,100.0,50.1012,100.0,353.0,380.279927426888
1969947,3.2247,100.0,3.2247,100.0,353.0,353.0
1969951,2.0961,100.0,2.0961,100.0,353.0,353.0
1969953,1.1547,100.0,27.0936,100.0,353.0,394.129716981132
1969955,6.606,100.0,6.606,100.0,365.265395095368,365.265395095368
1969961,1.4562,100.0,14.9949,100.0,353.0,369.832723125863
1969963,13.1508,100.0,19.3329,100.0,408.242198193266,406.449141101438
1969967,2.2896,100.0,2.2896,100.0,353.0,353.0
1969969,8.343,100.0,8.343,100.0,353.0,353.0
1969971,2.9781,100.0,2.9781,100.0,353.0,353.0
1969975,3.5568,100.0,3.5568,100.0,353.0,353.0
1969979,0.0783,100.0,0.0783,100.0,353.0,353.0
1969981,2.1924,100.0,2.1924,100.0,353.0,353.0
1969985,6.6591,100.0,67.5945,100.0,353.0,361.095998934825
1969987,2.4453,100.0,11.9898,100.0,353.0,353.0
1969991,10.2105,100.0,10.2105,100.0,363.61401498457496,363.61401498457496
1969993,3.3282,100.0,3.3282,100.0,396.275824770146,396.275824770146
1969995,2.1888,100.0,11.9889,100.0,353.0,353.0
1969997,7.3521,100.0,7.3521,100.0,353.0,353.0
1969999,1.8414,100.0,1.8414,100.0,353.0,353.0
1970001,4.1067,100.0,9.3942,100.0,353.0,353.0
1970003,4.5441,100.0,20.6568,100.0,353.0,353.0
1970005,2.4525,100.0,48.9456,100.0,353.0,364.18067814062994
1970011,5.3694,100.0,5.3694,100.0,353.0,353.0
1970015,0.3852,100.0,5.5296,100.0,353.0,353.0
1970017,0.018000000000000002,100.0,28.4976,100.0,353.0,353.530255179384
1970019,4.1085,100.0,4.1085,100.0,353.0,353.0
1970023,0.0999,100.0,2.8962,100.0,353.0,353.0
1970025,0.0504,100.0,23.8275,100.0,353.0,353.63418319169
1970027,0.1098,100.0,23.7771,100.0,353.0,353.635527461297
1970033,1.0359,100.0,1.0359,100.0,353.0,353.0
1970035,6.7383,100.0,6.7383,100.0,353.0,353.0
1970037,0.2115,100.0,104.40899999999999,100.0,353.0,358.127644168606
1970041,0.081,100.0,16.4583,100.0,353.0,353.91813856838206
1970047,2.8008,100.0,2.8008,100.0,353.0,353.0
1970049,0.7128,100.0,0.7128,100.0,353.0,353.0
1970053,16.3773,100.0,16.3773,100.0,353.922679562565,353.922679562565
1970055,0.765,100.0,17.7399,100.0,353.0,355.838973162194
1970061,3.5460000000000003,100.0,3.5460000000000003,100.0,353.0,353.0
1970063,9.3033,100.0,41.1237,100.0,353.0,366.307289956886
1970069,1.4148,100.0,8.6409,100.0,355.538167938931,381.934902614311
1970071,0.3798,100.0,3.9258,100.0,353.0,353.0
1970073,5.1651,100.0,5.1651,100.0,353.0,353.0
1970083,1.6119,100.0,59.1273,100.0,353.0,360.960881014354
1970087,0.1548,100.0,53.9532,100.0,353.0,361.724327750717
1970235,6.6888,100.0,6.6888,100.0,353.0,353.0
1970239,2.556,100.0,2.556,100.0,353.0,353.0
1970241,6.5601,100.0,20.2203,100.0,353.0,353.0
1970245,0.3564,100.0,0.3564,100.0,353.0,353.0
1970251,2.7081,100.0,2.7081,100.0,353.0,353.0
1970253,1.8738,100.0,1.8738,100.0,353.0,353.0
1970255,3.5154,100.0,3.5154,100.0,353.0,353.0
1970257,3.7503,100.0,3.7503,100.0,353.0,353.0
1970259,1.71,100.0,1.71,100.0,353.0,353.0
1970267,1.2114,100.0,1.2114,100.0,353.0,353.0
1970269,1.4265,100.0,1.4265,100.0,353.0,353.0
1970271,6.2064,100.0,6.2064,100.0,353.0,353.0
1970273,0.8046,100.0,0.8046,100.0,353.0,353.0
1970275,0.4941,100.0,2.7684,100.0,353.0,353.0
1970277,1.0323,100.0,1.0323,100.0,353.0,353.0
1970279,3.8466,100.0,3.8466,100.0,353.0,353.0
1970281,1.6947,100.0,1.6947,100.0,353.0,353.0
1970283,3.2643,100.0,3.2643,100.0,353.0,353.0
1970285,2.5911,100.0,2.5911,100.0,353.0,353.0
1970287,1.6155,100.0,19.2024,100.0,353.0,353.0
1970289,0.5148,100.0,0.5148,100.0,353.0,353.0
1970293,0.7812,100.0,0.7812,100.0,353.0,353.0
1970295,2.5731,100.0,2.5731,100.0,353.0,353.0
1970297,2.1501,100.0,2.1501,100.0,353.0,353.0
1970299,5.3469,100.0,5.3469,100.0,357.55276889412596,357.55276889412596
1970303,0.6552,100.0,0.6552,100.0,353.0,353.0
1970305,0.7974,100.0,7.9497,100.0,353.0,353.0
1970307,3.5298,100.0,3.5298,100.0,353.0,353.0
1970309,3.3804,100.0,3.3804,100.0,353.575612353568,353.575612353568
1970311,0.2781,100.0,6.4971,100.0,353.0,353.0
1970313,2.4066,100.0,8.6256,100.0,353.0,353.0
1970317,0.9909,100.0,0.9909,100.0,353.0,353.0
1970319,3.7035,100.0,10.3041,100.0,353.0,353.0
1970321,12.9627,100.0,12.9627,100.0,353.0,353.0
1970325,1.9169999999999998,100.0,1.9169999999999998,100.0,353.0,353.0
1970327,2.8809,100.0,2.8809,100.0,353.0,353.0
1970329,0.9369,100.0,0.9369,100.0,353.0,353.0
1970331,1.1961,100.0,1.1961,100.0,353.0,353.0
1970333,5.4612,100.0,5.4612,100.0,353.0,353.0
1970335,0.7038,100.0,3.6630000000000003,100.0,353.0,353.0
1970337,3.8124,100.0,3.8124,100.0,353.0,353.0
1970341,0.7209,100.0,9.8451,100.0,353.0,353.0
1970345,1.6164,100.0,1.6164,100.0,353.0,353.0
1970349,16.1127,100.0,16.1127,100.0,353.0,353.0
1970351,2.4624,100.0,23.1192,100.0,353.0,353.0
1970353,1.2276,100.0,21.8844,100.0,353.0,353.0
